price;year;condition;cylinders;odometer;title_status;transmission;drive;size;lat;long;weather
45700;2018;4;6;3350;clean;automatic;4wd;full-size;50,039161;-125,2718;
17995;2012;2;6;153997;clean;automatic;4wd;full-size;38,153554;-85,659028;50
11995;2012;4;8;144368;clean;automatic;;full-size;32,222;-95,2266;67
21995;2013;3;8;35589;salvage;automatic;4wd;full-size;42,636702;-85,284945;45
9500;2007;2;8;209500;clean;automatic;4wd;full-size;30,8931;-83,3278;59
22888;2010;3;8;48745;clean;automatic;4wd;;47,830597;-110,662694;40
13000;2012;4;6;175525;clean;automatic;4wd;;33,825507;-84,103689;59
17500;2013;3;8;79000;clean;automatic;4wd;full-size;38,0617;-87,5548;48
7900;2005;3;8;167000;clean;automatic;4wd;full-size;37,083439;-94,481651;52
16900;2015;3;6;110000;clean;automatic;rwd;full-size;35,679522;-80,45268;56
5800;2009;3;8;164533;clean;automatic;rwd;full-size;44,77653;-93,325219;43
5485;2008;3;6;109099;clean;automatic;rwd;full-size;27,875196;-82,786723;65
12495;2012;3;6;61000;clean;automatic;rwd;full-size;28,609511;-81,288614;65
36900;2014;2;8;99110;clean;automatic;4wd;full-size;31,316064;-89,437114;61
4980;2003;3;8;168000;clean;automatic;4wd;full-size;41,466864;-82,078342;49
17000;2010;4;8;35700;clean;automatic;rwd;full-size;42,351414;-76,906614;53
15880;2010;3;8;127094;clean;automatic;4wd;mid-size;44,54929;-88,04897;45
8550;2005;3;8;164628;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
12995;2010;2;8;91664;clean;automatic;rwd;full-size;41,680677;-86,126046;48
7450;2004;4;8;50425;clean;automatic;rwd;full-size;27,875196;-82,786723;65
850;1986;1;8;67408;clean;automatic;rwd;full-size;38,268126;-104,593265;45
2800;1993;2;6;243898;clean;automatic;rwd;full-size;40,560488;-83,148455;49
5700;2002;2;8;176733;clean;automatic;4wd;full-size;41,875262;-84,018623;45
7000;2004;4;6;29500;clean;manual;rwd;full-size;35,601333;-82,382063;56
27000;2012;3;8;31250;clean;automatic;4wd;full-size;41,634586;-71,00408;50
37995;2015;3;6;48800;clean;automatic;4wd;;47,830597;-110,662694;40
12950;2011;2;8;163169;clean;automatic;4wd;full-size;38,692648;-82,857744;49
9980;2014;2;6;142695;clean;automatic;rwd;full-size;35,743168;-78,908787;56
39800;2015;3;6;81233;clean;automatic;4wd;mid-size;34,74851;-77,41559;56
31490;2016;3;8;32279;clean;automatic;4wd;mid-size;43,75891;-87,75358;45
22500;2013;2;6;74600;clean;automatic;4wd;full-size;35,9918;-94,3169;59
3950;2006;3;8;187000;clean;automatic;4wd;full-size;42,484503;-92,324974;47
12000;2011;2;8;130500;clean;automatic;4wd;full-size;44,609901;-69,544659;44
8999;2007;3;8;147000;rebuilt;manual;4wd;full-size;42,8876;-112,4381;47
4500;1998;1;8;126700;clean;manual;rwd;full-size;37,099509;-85,316384;50
3200;1989;3;8;98000;clean;manual;4wd;full-size;39,091925;-108,455544;45
7900;2007;3;8;143000;clean;automatic;4wd;full-size;40,756804;-73,985545;53
2250;1997;1;6;100000;clean;manual;rwd;full-size;30,6222;-81,5906;65
24000;2014;4;8;52000;clean;automatic;4wd;full-size;38,0045;-85,6888;50
11990;2007;3;8;132000;clean;automatic;;;46,450007;-95,12469;43
8988;2005;2;8;0;clean;automatic;4wd;full-size;30,520244;-89,647288;61
6000;2003;3;8;97116;clean;automatic;rwd;;32,9455;-96,90449;67
25000;2013;2;8;115000;clean;automatic;4wd;full-size;35,645438;-88,851003;59
30995;2015;3;8;49598;clean;automatic;4wd;full-size;38,671618;-94,36651;52
2000;1999;2;8;205000;clean;automatic;4wd;full-size;46,7546;-92,5408;43
27700;2013;4;6;61224;clean;automatic;4wd;;41,4787;-75,1978;53
7900;2005;3;8;101000;clean;automatic;4wd;full-size;42,484503;-92,324974;47
29500;2013;3;8;69000;clean;automatic;4wd;full-size;33,5535;-94,8992;67
8495;2007;3;8;170254;clean;automatic;4wd;full-size;40,179;-77,0036;53
14875;2012;3;8;91713;clean;automatic;4wd;full-size;38,584848;-89,985587;48
10770;2008;3;8;149218;clean;automatic;4wd;mid-size;44,54929;-88,04897;45
12995;2009;2;8;140455;clean;automatic;4wd;full-size;42,477134;-82,949564;45
3900;2003;2;8;174500;clean;automatic;4wd;full-size;47,4156;-92,9356;43
5500;2006;2;8;232470;clean;automatic;;full-size;32,0404;-84,2153;59
4500;2001;2;8;144000;clean;automatic;rwd;full-size;48,9372;-122,4592;50
34989;2015;3;8;42249;clean;automatic;4wd;full-size;43,573149;-96,778125;38
2800;2001;2;8;355000;clean;automatic;4wd;;38,8161;-94,5328;52
20800;2014;3;8;99465;clean;automatic;4wd;mid-size;36,2535;-95,33257;57
21000;2014;3;6;94000;lien;automatic;fwd;full-size;31,5051;-97,2311;67
21999;2013;3;8;97000;clean;automatic;rwd;full-size;30,3649;-97,6827;67
2500;1994;1;8;207000;clean;manual;4wd;;43,988486;-121,377268;50
6900;2004;2;8;174000;clean;automatic;4wd;;36,918015;-94,275927;52
3900;1992;2;8;90000;clean;automatic;4wd;;30,5169;-86,4822;65
23800;2014;3;8;93580;clean;automatic;4wd;full-size;33,066044;-89,593906;61
16995;2002;2;8;65336;clean;automatic;rwd;full-size;33,711509;-78,909582;60
34000;2015;4;6;50200;clean;automatic;4wd;full-size;32,7678;-96,6082;67
20299;2012;3;6;120691;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
1100;1984;1;6;63646;clean;automatic;rwd;;34,571326;-112,104943;71
6995;2001;2;8;124461;clean;automatic;rwd;full-size;39,743252;-121,886107;59
4200;1988;2;8;86000;clean;automatic;rwd;;31,4745;-106,1589;67
24500;2010;4;8;68524;clean;automatic;4wd;full-size;61,166353;-149,847206;29
42000;2015;5;6;26000;clean;automatic;4wd;;34,714;-86,394;61
4950;2005;2;8;195115;clean;automatic;rwd;;35,421;-97,5616;57
1795;2001;3;6;220000;clean;automatic;rwd;;39,746091;-84,38766;49
27992;2014;3;6;31438;clean;automatic;4wd;mid-size;35,821163;-90,671453;59
19950;2013;3;6;120020;clean;automatic;4wd;;35,035021;-80,597076;56
27965;2015;3;6;75578;clean;automatic;4wd;full-size;33,843197;-87,248745;61
10500;2006;3;8;104000;clean;automatic;rwd;;30,6698;-87,1794;65
49980;2016;3;6;39200;clean;automatic;4wd;full-size;50,039134;-125,271671;
29500;2016;3;8;5905;clean;automatic;rwd;mid-size;34,74851;-77,41559;56
6995;2001;2;8;181780;clean;automatic;4wd;full-size;35,496578;-120,681118;59
1200;1994;2;8;173000;clean;manual;rwd;;42,901298;-112,422766;47
15990;2008;3;8;117500;clean;automatic;4wd;full-size;30,219472;-97,759417;67
7500;1988;2;8;123627;clean;automatic;4wd;;30,126638;-85,591496;65
33977;2018;3;8;12598;clean;automatic;4wd;mid-size;34,25343;-77,85125;56
3550;2007;3;6;133000;clean;automatic;rwd;full-size;42,484503;-92,324974;47
16900;2014;2;6;64368;clean;automatic;rwd;full-size;31,316064;-89,437114;61
3999;2003;2;8;143000;clean;automatic;;;36,0948;-95,9655;57
15394;2008;3;8;136085;clean;automatic;4wd;mid-size;35,77523;-77,99926;56
20880;2015;3;8;124371;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
8100;2008;3;8;160;clean;automatic;rwd;full-size;28,3932;-81,3622;65
12950;2011;2;6;130105;clean;automatic;rwd;full-size;33,512633;-86,79777;61
10874;2007;3;8;171071;clean;automatic;4wd;full-size;44,071509;-123,146095;50
42499;2014;3;8;25658;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
5500;2004;3;8;175;clean;automatic;rwd;full-size;32,5927;-86,2153;61
24900;2014;4;8;33878;clean;automatic;4wd;;41,69929;-93,24175;47
32599;2015;2;8;28433;clean;automatic;4wd;full-size;40,335245;-76,488033;53
9770;2007;3;8;170320;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
7950;2005;2;8;131500;clean;automatic;rwd;;35,1506;-106,569;45
5000;1994;2;8;166000;clean;automatic;4wd;;36,84;-76,269997;55
1;2018;3;10;20983;clean;other;4wd;full-size;28,466088;-81,396429;65
4990;2003;3;8;208000;clean;automatic;;;46,450007;-95,12469;43
5000;1988;2;8;89600;clean;automatic;rwd;full-size;41,9293;-83,4448;45
6950;2009;3;8;181722;clean;automatic;4wd;mid-size;42,64387;-84,0733;45
2750;2002;1;8;305958;clean;automatic;4wd;full-size;41,5636;-81,5733;49
32995;2017;3;8;11077;clean;automatic;4wd;;46,870626;-114,018477;40
9250;2006;2;8;175614;clean;automatic;4wd;full-size;30,621073;-87,043047;65
25988;2014;3;6;114477;clean;automatic;4wd;;45,121187;-92,693325;45
21900;2010;2;8;122275;clean;automatic;4wd;full-size;31,316064;-89,437114;61
10000;2011;2;8;263400;clean;automatic;4wd;full-size;40,902588;-81,150479;49
3500;1999;2;8;229000;clean;automatic;4wd;full-size;35,0271;-85,2356;59
24995;2015;3;8;85585;clean;automatic;4wd;;40,007891;-104,818353;45
5900;2005;2;8;172200;clean;automatic;fwd;full-size;31,23477;-89,271656;61
17950;2014;2;8;82400;clean;automatic;rwd;full-size;33,512633;-86,79777;61
9950;2008;3;8;125500;clean;automatic;rwd;full-size;39,9727;-82,8329;49
7995;2007;2;8;168491;clean;automatic;4wd;full-size;45,52882;-93,369298;43
11700;2010;2;8;144570;clean;automatic;4wd;full-size;42,892121;-85,665539;45
500;1999;0;8;210000;clean;manual;rwd;;38,21949;-84,876192;50
39999;2016;3;6;23667;clean;automatic;4wd;;47,830597;-110,662694;40
2100;2000;2;8;160000;clean;automatic;;;33,725167;-116,227541;59
7999;2009;2;8;168700;clean;automatic;4wd;full-size;43,5667;-91,913;43
32000;2016;3;8;51900;lien;automatic;4wd;;39,3701;-78,0242;52
25493;2013;3;8;41952;clean;automatic;4wd;mid-size;44,52039;-88,06645;45
13880;2009;3;8;154597;clean;automatic;4wd;mid-size;44,87313;-87,89568;45
2000;1994;2;6;179035;clean;manual;4wd;;44,0909;-115,8243;47
2990;2001;4;8;168022;clean;automatic;4wd;;42,57992;-87,820874;45
4850;2008;2;6;196000;clean;automatic;rwd;full-size;36,9663;-86,3933;50
6800;2007;2;8;125000;clean;automatic;4wd;full-size;44,486728;-73,191558;44
20950;2016;2;8;148224;clean;automatic;4wd;full-size;38,692648;-82,857744;49
8495;2010;2;8;154000;clean;automatic;4wd;full-size;44,2622;-72,4224;44
40000;2017;4;8;6000;lien;automatic;4wd;full-size;34,734919;-87,640796;61
30995;2016;3;8;120988;clean;automatic;4wd;full-size;38,671618;-94,36651;52
14000;2009;3;8;168000;clean;automatic;4wd;;35,2309;-101,806;67
3900;2008;2;8;121700;clean;manual;fwd;full-size;31,222977;-89,266819;61
18985;2014;2;6;86900;clean;automatic;rwd;full-size;31,453312;-100,464064;67
29990;2015;3;8;37271;clean;automatic;4wd;full-size;43,154184;-75,931063;53
25999;2013;3;6;61637;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
18500;2012;2;8;62000;clean;automatic;4wd;full-size;46,772234;-92,167976;43
17800;2011;3;8;172952;clean;automatic;4wd;;40,007891;-104,818353;45
5300;2006;2;8;165000;clean;automatic;4wd;full-size;40,0315;-98,0779;46
2000;1995;3;6;205000;clean;manual;rwd;full-size;39,0405;-95,7178;51
16995;2008;3;8;100593;clean;automatic;4wd;full-size;41,781722;-72,533825;51
21999;2014;2;6;115405;clean;automatic;4wd;;30,665776;-88,105149;61
22995;2014;3;8;133929;clean;automatic;;full-size;31,732124;-106,364833;67
32658;2015;3;8;31422;clean;automatic;4wd;mid-size;44,52039;-88,06645;45
16995;2010;3;8;70816;clean;automatic;4wd;full-size;43,223552;-77,372473;53
12000;2011;3;6;132000;clean;automatic;rwd;;29,7914;-95,1317;67
33000;2015;4;8;58000;clean;automatic;4wd;full-size;40,4659;-88,3609;48
18900;2009;2;8;161634;clean;automatic;4wd;full-size;31,217814;-82,357716;59
33900;2018;3;8;32028;clean;automatic;4wd;full-size;44,227258;-88,467902;45
2800;2002;1;8;256133;clean;automatic;4wd;full-size;38,7492;-77,4878;55
9490;2005;3;8;161000;clean;automatic;;;46,450007;-95,12469;43
8995;2005;2;8;145612;clean;automatic;rwd;full-size;37,084348;-94,524269;52
17985;2012;3;6;126347;clean;automatic;4wd;;37,167749;-113,415403;50
22894;2010;4;8;101071;clean;automatic;4wd;full-size;32,18182;-90,137611;61
7988;2009;2;8;188000;clean;automatic;4wd;full-size;30,520244;-89,647288;61
19800;2013;3;8;107000;clean;automatic;4wd;;42,7496;-83,5358;45
13995;2008;3;8;94739;clean;automatic;4wd;full-size;41,781722;-72,533825;51
7500;1994;3;8;169000;clean;automatic;rwd;full-size;40,7399;-84,1459;49
14770;2010;3;8;149100;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
10849;2013;3;6;103603;clean;automatic;rwd;mid-size;41,24643;-81,35853;49
21900;2011;4;8;138338;clean;automatic;4wd;;36,188821;-94,137985;59
10900;2004;2;8;120300;clean;automatic;4wd;;34,843084;-77,531462;56
6800;2010;2;6;248438;clean;automatic;rwd;full-size;36,019557;-80,389626;56
1100;2002;1;8;96000;clean;automatic;4wd;full-size;45,2052;-85,0183;45
6900;2005;3;8;142000;clean;automatic;rwd;;27,447286;-80,351343;65
26900;2013;3;8;95208;clean;automatic;4wd;full-size;36,277213;-80,339822;56
5999;2004;2;8;168460;clean;automatic;4wd;;40,2352;-76,9291;53
6995;1998;2;8;170000;clean;automatic;4wd;full-size;35,571611;-80,654669;56
25685;2013;3;6;73646;clean;automatic;4wd;mid-size;43,271073;-89,724397;45
2450;2003;2;6;174;clean;automatic;rwd;;41,8383;-71,4377;49
17900;2010;3;8;150114;clean;automatic;4wd;mid-size;38,88358;-94,79383;51
4500;2006;3;8;174000;clean;automatic;4wd;;45,656384;-95,425959;43
2000;2004;1;8;275000;clean;automatic;4wd;;41,456365;-90,728016;47
5950;2001;3;8;186021;clean;automatic;4wd;full-size;42,114874;-75,954992;53
10500;2010;3;8;132347;rebuilt;automatic;4wd;;40,851;-96,711;46
24995;2012;2;6;75118;clean;automatic;4wd;full-size;34,947213;-89,440953;61
25880;2014;3;6;104226;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
5000;2001;3;8;140800;clean;automatic;fwd;full-size;39,3402;-84,3998;49
18900;2009;2;8;161634;clean;automatic;4wd;full-size;31,217814;-82,357716;59
12488;2010;2;8;144570;clean;automatic;4wd;full-size;42,892121;-85,665539;45
73055;2018;3;6;1;clean;automatic;4wd;full-size;47,830597;-110,662694;40
13000;2009;2;8;143000;clean;automatic;4wd;full-size;41,5817;-83,6628;49
1600;1995;1;8;215120;clean;automatic;4wd;full-size;46,8737;-113,8783;40
14900;2010;3;8;123224;clean;automatic;4wd;mid-size;43,61176;-84,75844;45
6999;2006;3;8;130244;clean;automatic;rwd;full-size;27,873066;-82,786729;65
26029;2015;3;8;98185;clean;automatic;4wd;;45,121187;-92,693325;45
1;1997;1;8;247500;clean;automatic;;full-size;26,6281;-82,0182;65
6995;2005;2;8;145145;clean;automatic;4wd;full-size;39,834179;-75,124291;52
1800;1996;2;8;183;clean;automatic;rwd;full-size;31,1164;-97,7278;67
13450;2008;3;8;95680;clean;automatic;4wd;full-size;42,8697;-85,6628;45
6150;2004;2;8;156297;clean;automatic;rwd;full-size;32,91055;-96,702594;67
4850;2007;2;8;160000;clean;automatic;4wd;full-size;41,915301;-76,044859;53
18499;2010;3;8;81032;clean;automatic;4wd;full-size;42,989707;-78,873274;53
1;2004;3;8;182000;clean;automatic;rwd;full-size;37,2962;-93,4259;52
1800;1985;2;6;70000;clean;automatic;rwd;full-size;42,590443;-78,459315;53
21995;2014;2;6;81275;clean;automatic;rwd;full-size;36,08996;-96,05206;57
32995;2016;3;8;40403;clean;automatic;4wd;full-size;38,671618;-94,36651;52
18998;2010;3;8;121000;clean;automatic;4wd;full-size;44,053757;-121,302076;50
19999;2011;2;6;81281;clean;automatic;4wd;full-size;38,976487;-88,160859;48
31995;2013;2;8;86005;clean;automatic;4wd;full-size;34,947213;-89,440953;61
24995;2015;3;6;68849;clean;automatic;4wd;full-size;42,701772;-89,008858;45
22900;2012;2;8;125874;clean;automatic;4wd;full-size;31,316064;-89,437114;61
7400;2005;2;8;212900;clean;automatic;4wd;;32,58978;-114,746704;71
14900;2014;3;6;77000;clean;automatic;rwd;full-size;28,9806;-81,2334;65
1500;2004;2;8;270000;clean;automatic;4wd;full-size;40,8495;-99,2609;46
2900;1999;2;8;169000;clean;automatic;rwd;full-size;34,3308;-119,3584;59
25324;2013;3;6;69400;lien;automatic;4wd;full-size;44,9382;-93,6561;43
12550;2007;3;8;139848;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
26900;2013;3;8;95208;clean;automatic;4wd;full-size;36,277213;-80,339822;56
40593;2016;3;8;10225;clean;automatic;4wd;;43,852883;-88,855927;45
16995;2010;3;8;88402;rebuilt;automatic;4wd;full-size;44,409698;-89,880948;45
34984;2015;3;6;70939;clean;automatic;4wd;full-size;45,750271;-111,184096;40
6500;2006;2;8;160000;clean;automatic;4wd;;28,178;-80,602;65
3500;2013;2;6;83114;lien;automatic;4wd;;26,000278;-80,20369;65
3500;1995;2;8;115500;clean;automatic;4wd;full-size;42,319555;-85,498251;45
10888;2010;2;8;190000;clean;automatic;4wd;full-size;30,520244;-89,647288;61
25000;2014;3;6;54088;clean;automatic;4wd;mid-size;44,4737;-88,06308;45
475;1993;0;6;426000;clean;manual;rwd;full-size;38,160481;-76,912735;55
13500;2009;2;8;106448;clean;automatic;4wd;full-size;42,235513;-85,794456;45
34000;2015;4;6;60220;clean;automatic;4wd;;43,044;-75,1072;53
14490;2011;2;8;126724;clean;automatic;rwd;full-size;35,325853;-82,465413;56
8995;2005;3;8;110080;clean;automatic;rwd;full-size;42,032203;-91,611698;47
6000;2001;2;8;156000;clean;automatic;4wd;full-size;40,0642;-74,6899;52
42499;2014;3;8;25658;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
12000;2007;3;8;155000;clean;automatic;4wd;full-size;38,9884;-78,3386;55
1900;1996;1;8;208000;clean;manual;4wd;full-size;39,2839;-106,0628;45
3200;2002;4;8;147000;clean;automatic;;;25,4906;-80,438;65
21997;2014;4;8;99000;clean;automatic;4wd;;43,356951;-112,06192;47
7800;2007;2;6;142977;clean;automatic;rwd;full-size;39,93702;-75,088111;52
13995;2008;3;8;105033;clean;automatic;4wd;full-size;43,223552;-77,372473;53
24559;2013;2;8;108062;clean;automatic;4wd;full-size;35,01845;-85,204983;59
5000;2006;1;8;130000;clean;automatic;4wd;full-size;40,476836;-81,353934;49
4800;2002;3;6;150490;clean;automatic;rwd;full-size;31,530273;-97,183866;67
5300;1992;3;8;52000;clean;automatic;rwd;full-size;39,006436;-121,429009;59
7988;2009;2;8;188000;clean;automatic;4wd;full-size;30,520244;-89,647288;61
23900;2013;2;6;98605;clean;automatic;4wd;full-size;43,091932;-75,19597;53
18790;2013;3;6;120000;clean;automatic;;;46,450007;-95,12469;43
12999;2009;2;8;117000;clean;automatic;4wd;full-size;40,958575;-81,359512;49
23500;2013;3;8;132566;clean;automatic;4wd;full-size;38,8237;-97,6421;51
23950;2011;4;8;58093;clean;automatic;4wd;full-size;41,344632;-75,688506;53
10974;2007;3;8;132448;clean;automatic;4wd;full-size;45,750271;-111,184096;40
19550;2011;3;8;95372;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
9660;2006;3;8;179931;clean;automatic;4wd;mid-size;44,87313;-87,89568;45
26900;2013;3;6;112902;clean;automatic;4wd;full-size;35,887189;-78,265568;56
4900;2007;3;6;161000;clean;automatic;;;35,6069;-90,3359;59
2700;1999;3;8;191;clean;automatic;4wd;full-size;39,836078;-83,987895;49
13950;2011;2;8;146746;clean;automatic;;full-size;38,692648;-82,857744;49
10500;2010;2;8;88700;clean;automatic;4wd;;42,4706;-82,9022;45
32000;2015;3;6;31052;clean;automatic;4wd;mid-size;46,59003;-95,57416;43
5200;2001;3;8;149000;clean;automatic;;;40,121;-74,3017;52
1500;1993;1;8;230000;clean;automatic;4wd;mid-size;46,8233;-101,8223;38
17995;2010;2;8;75063;clean;automatic;4wd;full-size;42,477134;-82,949564;45
31990;2018;3;8;17621;clean;automatic;rwd;full-size;43,154309;-75,931063;53
21995;2013;2;8;131535;clean;automatic;4wd;full-size;37,837488;-84,852078;50
11977;2008;3;8;171488;clean;automatic;4wd;mid-size;44,87313;-87,89568;45
19995;2013;2;6;107739;clean;automatic;4wd;full-size;41,686718;-86,012028;48
20995;2013;2;8;131535;clean;automatic;4wd;full-size;37,837488;-84,852078;50
500;1983;1;6;163000;clean;manual;4wd;full-size;46,8564;-96,8123;38
6950;2002;4;8;87891;clean;automatic;rwd;full-size;41,659345;-73,082609;51
15999;2010;3;4;113088;clean;automatic;;;42,686373;-73,796132;53
12995;2014;2;6;155425;clean;automatic;rwd;full-size;42,477134;-82,949564;45
29600;2015;3;6;24753;clean;automatic;rwd;mid-size;34,74851;-77,41559;56
9795;2004;3;8;149347;clean;automatic;4wd;full-size;38,611926;-121,423565;59
7480;2007;2;8;190279;clean;automatic;rwd;;36,357877;-94,210499;59
25490;2014;4;6;16561;clean;automatic;4wd;full-size;42,955669;-91,817379;47
4200;2006;2;6;184000;clean;automatic;;;33,9531;-116,5219;59
20995;2013;2;8;131535;clean;automatic;4wd;full-size;37,837488;-84,852078;50
13900;2009;3;8;207000;clean;automatic;4wd;full-size;49,03404;-122,307211;
32886;2018;3;6;18517;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
20999;2012;2;6;95030;clean;automatic;4wd;full-size;35,01845;-85,204983;59
26750;2014;3;6;58500;clean;automatic;4wd;;34,6209;-120,1922;59
12995;2010;2;8;91664;clean;automatic;rwd;full-size;41,680677;-86,126046;48
19463;2010;3;8;95484;clean;automatic;4wd;mid-size;28,03978;-81,94071;65
38995;2012;3;8;70274;clean;automatic;4wd;full-size;38,611926;-121,423565;59
4500;1998;1;8;126700;clean;manual;rwd;full-size;37,099509;-85,316384;50
19870;2010;3;8;72573;clean;automatic;4wd;full-size;49,184885;-122,801111;
23600;2013;2;6;75000;clean;automatic;4wd;full-size;43,1479;-93,0002;47
8995;2006;3;8;138975;clean;automatic;4wd;full-size;40,842755;-96,694022;46
2100;1999;2;8;131;clean;automatic;4wd;;42,9731;-87,8687;45
6499;2006;3;8;130244;clean;automatic;rwd;full-size;27,873066;-82,786729;65
11995;2006;3;8;121978;clean;automatic;rwd;full-size;38,159627;-85,697708;50
3495;2002;2;8;201803;clean;automatic;4wd;full-size;42,477134;-82,949564;45
8333;2018;3;8;192097;clean;automatic;4wd;;35,904364;-78,600905;56
37995;2015;3;6;48800;clean;automatic;4wd;;47,830597;-110,662694;40
8500;2006;2;8;180000;clean;automatic;4wd;;33,8043;-102,1652;67
11895;2006;3;8;108538;clean;automatic;4wd;mid-size;43,271073;-89,724397;45
20990;2012;3;6;70444;clean;automatic;4wd;full-size;43,154434;-75,931578;53
4200;2004;3;6;138000;clean;manual;fwd;full-size;37,3178;-76,7634;55
5990;2004;4;8;210445;clean;automatic;4wd;full-size;38,731803;-90,073678;48
3900;2007;2;6;250000;clean;automatic;rwd;full-size;28,0384;-82,3949;65
4500;2006;1;8;143000;clean;automatic;4wd;full-size;43,405559;-85,799446;45
22900;2015;3;8;99108;clean;automatic;4wd;full-size;33,066044;-89,593906;61
22888;2010;3;8;48745;clean;automatic;4wd;;47,830597;-110,662694;40
6700;2010;2;8;105668;clean;automatic;fwd;;43,099009;-76,097939;53
29000;2010;3;8;95000;clean;automatic;4wd;full-size;41,67139;-74,091282;53
30795;2014;3;6;24880;clean;automatic;4wd;full-size;38,588302;-89,923783;48
6995;2004;2;8;121000;clean;automatic;4wd;full-size;44,9588;-123,0753;50
31000;2015;3;6;24753;clean;automatic;rwd;mid-size;34,74851;-77,41559;56
8000;2004;3;8;190000;clean;automatic;4wd;;41,931382;-73,878625;53
16995;2002;2;8;65336;clean;automatic;rwd;full-size;33,711509;-78,909582;60
3200;2000;2;8;233000;clean;automatic;4wd;full-size;29,356712;-98,486214;67
4500;1997;2;8;263048;clean;automatic;4wd;full-size;38,062801;-97,931464;51
14995;2011;2;8;122000;clean;automatic;4wd;full-size;39,91533;-94,808774;52
24999;2011;4;8;67000;clean;automatic;4wd;full-size;42,868175;-85,862086;45
1;1994;2;8;148000;clean;automatic;4wd;;43,005072;-85,955153;45
6800;2006;2;8;213000;clean;automatic;4wd;full-size;43,077111;-83,59822;45
5200;2005;2;8;150000;clean;automatic;rwd;full-size;34,386;-102,9901;67
6995;2003;3;8;167662;clean;automatic;4wd;full-size;45,518031;-122,578752;50
9892;2006;2;8;165650;clean;automatic;4wd;full-size;41,46389;-81,7693;49
18995;2012;3;8;57000;rebuilt;automatic;4wd;full-size;40,2688;-76,1013;53
5995;1999;3;8;235430;clean;automatic;4wd;full-size;45,518031;-122,578752;50
16888;2010;3;8;88755;clean;automatic;4wd;;47,830597;-110,662694;40
4500;2006;2;6;185000;clean;automatic;rwd;full-size;32,818049;-115,366363;59
24000;2014;3;8;49000;clean;automatic;rwd;;32,2434;-111,0179;71
1950;1985;1;8;150521;clean;automatic;rwd;full-size;40,1779;-105,1009;45
7900;2005;3;8;101000;clean;automatic;4wd;full-size;42,484503;-92,324974;47
5980;2005;2;8;113098;clean;automatic;rwd;;30,258544;-89,78735;67
6500;2004;3;8;64000;rebuilt;automatic;rwd;full-size;42,690461;-73,564391;53
14985;2013;3;6;74692;clean;automatic;rwd;full-size;35,844256;-79,938755;56
11000;2008;2;8;153000;lien;automatic;4wd;;43,124894;-86,174485;45
20984;2013;3;8;57242;clean;automatic;4wd;full-size;45,750271;-111,184096;40
8000;2007;2;8;181000;clean;automatic;rwd;full-size;34,9535;-85,2968;59
2100;1993;2;8;116000;clean;automatic;4wd;full-size;37,278145;-107,859476;45
27995;2014;3;6;64290;clean;automatic;4wd;;47,830597;-110,662694;40
4000;2004;2;8;214000;clean;automatic;4wd;full-size;41,213368;-91,540017;47
8998;2009;2;8;184376;clean;automatic;4wd;mid-size;39,691327;-104,987625;45
4800;2002;2;8;188850;clean;automatic;rwd;;33,4321;-111,6426;71
2500;1990;2;8;5;clean;manual;4wd;;39,583102;-77,878329;52
5;2006;3;8;97000;clean;automatic;4wd;full-size;41,7759;-111,8068;50
37995;2015;3;6;48800;clean;automatic;4wd;;47,830597;-110,662694;40
9770;2007;3;8;170320;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
28999;2013;3;6;88485;clean;automatic;4wd;full-size;35,839694;-86,387087;59
24999;2011;4;8;67000;clean;automatic;4wd;full-size;42,868175;-85,862086;45
12900;2010;4;8;36137;salvage;automatic;4wd;mid-size;34,9803;-81,9168;60
6990;2010;3;8;185629;clean;automatic;4wd;full-size;41,117453;-81,349004;49
9995;2009;2;8;164552;clean;automatic;4wd;full-size;43,634;-116,3419;47
12999;2013;3;8;146189;clean;automatic;rwd;;27,495926;-82,614216;65
2600;1998;2;8;136200;clean;automatic;rwd;full-size;39,940362;-82,987461;49
19999;2008;3;8;104674;clean;automatic;4wd;;46,312912;-119,976139;50
29300;2015;4;6;45000;lien;automatic;4wd;;38,2481;-77,4681;55
21990;2014;3;8;96079;clean;automatic;4wd;full-size;43,154058;-75,931063;53
14750;2014;3;6;124800;clean;automatic;rwd;full-size;33,6819;-112,0996;71
23800;2014;3;8;93580;clean;automatic;4wd;full-size;33,066044;-89,593906;61
1500;1993;1;8;151000;clean;automatic;4wd;full-size;41,2382;-95,9336;46
7500;2005;4;8;130000;clean;automatic;rwd;;33,7207;-116,2168;59
17400;2007;3;8;30415;clean;automatic;4wd;full-size;47,830597;-110,662694;40
